Brinco,Peso,Leite,Date
8116,522,23.1,4
8116,522,28.5,4
8116,551,27.3,5
8116,551,23.9,5
8116,551,24.8,5
8116,655,24.7,11
8116,655,26,11
8116,655,27.7,11
8116,664,23.8,12
8116,664,23.2,12
8116,584,23,2
8128,547,32.4,1
8128,547,29.3,1
8128,538,30.3,2
8128,538,24.8,2
8128,538,33.2,2
8128,538,29.9,3
8128,538,30.2,3
8128,538,29.7,3
8128,538,31.1,3
8128,557,34.8,4
8128,557,30.8,4
8128,557,31.7,4
8128,593,30.9,5
8128,593,30.5,5
8128,593,29.1,5
8128,613,31.4,8
8128,567,48,9
8128,567,45.7,9
8128,567,50.1,9
8128,525,48.4,10
8128,525,48,10
8128,525,40.5,10
8128,525,42.7,10
8128,555,45,11
8128,555,46.9,11
8128,555,50,11
8128,587,45.8,12
8128,587,47.7,12
8128,547,49.1,1
8128,547,47.8,1
8128,547,42.4,1
8128,538,37,2
8128,538,43.3,2
8128,538,45.4,2
8124,554,21,1
8124,554,23.5,1
8124,516,24.7,2
8124,516,25.2,2
8124,516,23.3,2
8124,538,21.3,4
8124,538,28.2,4
8124,538,32.5,4
8124,537,37.2,5
8124,537,36.4,5
8124,537,34.6,5
8124,610,30.4,11
8124,610,28.4,11
8124,610,30.9,11
8124,622,28.2,12
8124,622,26.7,12
8124,554,28.1,1
8124,554,25.3,1
8124,554,27.2,1
8124,516,28.2,2
8124,516,24.4,2
8124,516,20.7,2
8118,580,22.4,1
8118,580,21.7,1
8118,605,25.3,2
8118,605,27,2
8118,605,29.7,2
8118,605,28.3,3
8118,605,30.4,3
8118,605,28.5,3
8118,605,29,3
8118,643,30.6,4
8118,643,31.5,4
8118,643,30.1,4
8118,653,30.6,5
8118,653,30.6,5
8118,653,29.4,5
8118,662,33.9,7
8118,662,30.1,7
8118,662,33.6,7
8118,685,29.7,8
8118,685,29.7,8
8118,685,24.7,8
8118,684,28.2,9
8118,684,30.2,9
8118,684,26.2,9
8118,683,18.7,11
8118,626,34.7,12
8118,626,39.7,12
8118,580,45.7,1
8118,580,47,1
8118,580,45.6,1
8118,605,43.7,2
8118,605,47,2
8118,605,42.9,2
8130,558,33.3,1
8130,558,31.2,1
8130,538,28.1,2
8130,538,29.9,2
8130,538,30.7,2
8130,538,27.2,3
8130,538,24,3
8130,538,31.3,3
8130,538,26.6,3
8130,528,30.1,4
8130,528,26.8,4
8130,558,39,7
8130,558,37.7,7
8130,558,40,7
8130,580,40.7,8
8130,580,40.7,8
8130,558,36.8,1
8130,558,37.8,1
8130,558,35.7,1
8130,538,38.8,2
8130,538,39.7,2
8130,538,3.9,2
8131,511,23.6,1
8131,511,27,1
8131,525,27.9,2
8131,525,28.1,2
8131,525,28.1,2
8131,525,27.2,3
8131,525,25.8,3
8131,525,26.7,3
8131,525,27.5,3
8131,562,28.3,4
8131,562,30.1,4
8131,562,29.6,4
8131,588,25.3,5
8131,588,30.8,5
8131,588,24.5,5
8131,587,31,7
8131,587,28.4,7
8131,587,31.1,7
8131,607,30,8
8131,607,30,8
8131,607,26,8
8131,573,0,9
8131,573,11.1,9
8131,573,9.2,9
8131,559,10,10
8131,559,11.6,10
8131,559,9.2,10
8131,511,9.1,1
8131,511,31.6,1
8131,525,34.4,2
8131,525,36,2
8131,525,33.8,2
8140,610,29.7,1
8140,610,30.9,1
8140,593,32.3,2
8140,593,27.6,2
8140,593,30.9,2
8140,593,27.1,3
8140,593,31.1,3
8140,593,25.6,3
8140,610,12.3,5
8140,610,34.5,5
8140,642,35.3,7
8140,642,35.2,7
8140,678,30.4,12
8140,678,32.8,12
8140,610,33,1
8140,610,34.5,1
8140,610,34.3,1
8140,593,34.3,2
8140,593,32.4,2
8142,598,26.5,1
8142,598,30.1,1
8142,591,31.8,2
8142,591,29.6,2
8142,591,35,2
8142,591,30.1,3
8142,591,28.3,3
8142,591,28.6,3
8142,591,28.5,3
8142,649,31.6,4
8142,649,33,4
8142,649,30.8,4
8142,675,29.1,5
8142,675,27.4,5
8142,675,27,5
8142,628,37,8
8142,628,37,8
8142,628,42,8
8142,628,45.5,9
8142,628,43.5,9
8142,628,44.7,9
8142,621,42.8,10
8142,621,47.1,10
8142,621,43.4,10
8142,621,47.7,10
8142,656,45,11
8142,656,40.9,11
8142,656,47.8,11
8142,659,44.4,12
8142,659,48.2,12
8142,598,50.1,1
8142,598,43.8,1
8142,598,39.5,1
8142,591,40.3,2
8142,591,39,2
8142,591,35.4,2
8145,594,37.7,7
8145,594,34.4,7
8145,594,33.2,7
8145,593,29.3,8
8145,593,29.3,8
8148,597,21,5
8148,597,21.6,5
8148,597,31.8,5
8148,581,33,7
8148,581,24.2,7
8148,581,31.3,7
8148,623,30.4,8
8148,623,30.4,8
8148,677,31.1,1
8148,677,29.5,1
8148,677,27.7,1
8148,686,25.9,2
8148,686,26.6,2
8148,686,23.5,2
8147,545,25.7,1
8147,545,31.5,1
8147,537,31.6,2
8147,537,34.3,2
8147,537,32.1,2
8147,537,34.6,3
8147,537,36,3
8147,537,37.1,3
8147,537,34.5,3
8147,600,39.6,4
8147,600,42.4,4
8147,600,41.1,4
8147,543,37.1,5
8147,543,33.6,5
8147,543,24.8,5
8147,584,27.6,9
8147,584,40.5,9
8147,584,42.4,9
8147,552,45.1,10
8147,552,47.9,10
8147,552,43.5,10
8147,552,45.6,10
8147,576,43.1,11
8147,576,42.9,11
8147,576,43.8,11
8147,574,43.6,12
8147,574,41.4,12
8147,545,43,1
8147,545,44.3,1
8147,545,37.3,1
8147,537,39.1,2
8147,537,38.7,2
8147,537,37.9,2
8150,586,24.2,3
8150,586,33.8,3
8150,586,39.9,3
8150,570,41.5,4
8150,570,44.9,4
8150,570,40.4,4
8150,591,44.3,5
8150,591,47.5,5
8150,591,42.9,5
8150,556,41.8,7
8150,556,39.1,7
8150,556,41,7
8150,570,23,8
8150,570,23,8
8150,570,31.2,8
8150,589,32.4,9
8150,589,19.2,9
8150,589,31.7,9
8150,582,35.4,10
8150,582,33.9,10
8150,582,34.5,10
8150,582,34,10
8150,616,35.3,11
8150,616,32.8,11
8150,616,34.6,11
8150,604,34.4,12
8150,604,38.4,12
8150,614,37.8,1
8150,614,37.2,1
8150,614,35.2,1
8150,586,34.1,2
8150,586,32.5,2
8150,586,30.7,2
8152,727,33,8
8152,727,33,8
8152,727,34.7,8
8152,656,34.2,9
8152,656,37.6,9
8152,656,38.3,9
8152,656,42.9,10
8152,656,43.6,10
8152,656,45.6,10
8152,656,45.9,10
8152,665,45.5,11
8152,665,43.5,11
8152,665,45.3,11
8152,673,43.6,12
8152,673,43.7,12
8152,650,36.7,1
8152,650,24.6,1
8152,650,31.7,1
8152,669,30.1,2
8152,669,37.1,2
8152,669,30.9,2
8155,546,9.7,2
8155,546,19.1,2
8155,546,22.4,2
8155,546,20.3,3
8155,546,22.8,3
8155,546,26.4,3
8155,546,23,3
8200,507,12.3,4
8200,507,24,5
8200,507,33.1,5
8200,507,35.9,5
8200,518,38.6,7
8200,518,35.4,7
8200,518,39.2,7
8200,546,36,8
8200,546,36,8
8200,546,35.5,8
8200,569,35.1,9
8200,569,36,9
8200,569,33.3,9
8200,556,34.9,10
8200,556,35.5,10
8200,556,32.2,10
8200,556,36.7,10
8200,583,36.1,11
8200,583,33.5,11
8200,583,34.7,11
8200,580,30,12
8200,580,30.8,12
8200,588,35.2,1
8200,588,33.4,1
8200,588,31.9,1
8200,597,33.5,2
8200,597,33.1,2
8200,597,28.2,2
8201,592,26,5
8201,592,34.8,5
8201,568,33.1,7
8201,568,34.7,7
8201,568,36.6,7
8201,574,28.1,8
8201,574,28.1,8
8201,652,28.3,1
8201,652,26.4,1
8201,652,30.8,1
8201,616,31.5,2
8201,616,30.4,2
9101,535,29.6,4
9101,535,32.3,4
9101,535,33.2,4
9101,541,34.4,5
9101,541,39.5,5
9101,541,37.9,5
9101,533,37,7
9101,533,38.6,7
9101,533,40.8,7
9101,577,36.8,8
9101,577,36.8,8
9101,577,36,8
9101,610,36.4,9
9101,610,38.4,9
9101,610,38.5,9
9101,591,36.7,10
9101,591,41.5,10
9101,591,38.2,10
9101,591,39,10
9101,624,38.9,11
9101,624,35,11
9101,624,21.7,11
9101,617,27.8,12
9101,617,26.5,12
9101,643,32.4,1
9101,643,28.2,1
9101,643,25.9,1
9101,661,29.9,2
9101,661,35.3,2
9101,661,28.1,2
9110,549,22.6,3
9110,549,27.8,3
9110,501,27.9,4
9110,501,28.1,4
9110,501,28.3,4
9110,534,27.5,5
9110,534,26.3,5
9110,534,27.1,5
9110,544,29.1,7
9110,544,28,7
9110,544,30.8,7
9110,588,26.4,8
9110,588,26.4,8
9110,588,25.9,8
9110,591,26.6,9
9110,591,25.6,9
9110,591,29.7,9
9110,592,25.3,10
9110,592,26.6,10
9110,592,28.9,10
9110,592,27.7,10
9110,626,27.4,11
9110,626,26.6,11
9110,626,29,11
9110,630,25.7,12
9110,630,24.9,12
9111,697,38.6,9
9111,697,35,9
9111,595,40.1,10
9111,595,42.7,10
9111,595,42.4,10
9111,595,42.8,10
9111,624,41,11
9111,624,41.6,11
9111,624,42,11
9111,623,40.8,12
9111,623,41.8,12
9111,569,46.9,1
9111,569,42.1,1
9111,569,39.4,1
9111,681,41.1,2
9111,681,35.1,2
9111,681,37.9,2
9125,492,23.6,4
9125,492,24.4,4
9125,492,24.9,4
9125,512,25.8,5
9125,512,25.1,5
9125,512,26.7,5
9125,535,17,7
9125,535,26.6,7
9125,535,28.3,7
9125,562,24.6,8
9125,562,24.5,8
9125,581,23.4,9
9125,581,23.5,9
9125,581,25.7,9
9125,571,25.3,10
9125,571,25.6,10
9125,571,25.7,10
9125,571,26.5,10
9125,598,27.9,11
9125,598,25.6,11
9125,598,25.5,11
9125,515,9,2
9125,515,22.7,2
9125,515,24.8,2
9128,552,20.6,3
9128,552,26.2,3
9128,552,32.6,3
9128,535,31.7,4
9128,535,39.2,4
9128,535,38.1,4
9128,559,36.7,5
9128,559,36.3,5
9128,559,34.6,5
9129,608,24.6,8
9130,736,5.7,8
9130,736,5.7,8
9130,736,24.5,8
9130,597,27.1,9
9130,597,33.5,9
9130,597,33.7,9
9130,603,37.5,10
9130,603,38.3,10
9130,603,42.2,10
9130,603,32.4,10
9130,650,37.4,11
9130,650,42.3,11
9130,650,47.2,11
9130,640,47.4,12
9130,640,41.2,12
9130,676,45.4,1
9130,676,44.1,1
9130,676,40.4,1
9130,657,41.4,2
9130,657,38.2,2
9130,657,35.7,2
9135,549,37.2,4
9135,549,33.7,4
9135,549,31.8,4
9135,549,34.7,5
9135,549,35.2,5
9135,549,32.4,5
9135,595,37.8,7
9135,595,38.7,7
9135,595,40.3,7
9135,618,30.7,8
9135,618,30.7,8
9135,618,40,8
9135,636,36.6,9
9135,636,37.2,9
9135,636,34.4,9
9135,655,38.8,10
9135,655,37.5,10
9135,655,42.5,10
9135,655,36.6,10
9135,677,37.4,11
9135,677,33.6,11
9135,677,38.7,11
9135,685,33.4,12
9135,685,36,12
9135,709,38.6,1
9135,709,34.7,1
9135,709,31.1,1
9135,629,30.8,2
9135,629,28.7,2
9137,555,10.2,4
9137,543,31.8,5
9137,543,33.3,5
9137,543,41.8,5
9137,546,40.5,7
9137,546,29.6,7
9137,546,41.3,7
9137,560,40,8
9137,560,40,8
9137,560,33.7,8
9137,601,36.3,9
9137,601,36.8,9
9137,601,40.2,9
9137,595,38.4,10
9137,595,38.6,10
9137,595,38.8,10
9137,595,40.4,10
9137,627,40.2,11
9137,627,41.8,11
9137,627,41.8,11
9137,638,37.2,12
9137,638,37.6,12
9137,582,40.6,1
9137,582,27,1
9137,582,27.3,1
9142,608,22.5,8
9142,608,22.5,8
9142,608,34.7,8
9142,519,38.9,9
9142,519,41.5,9
9142,519,42.4,9
9142,523,43.7,10
9142,523,34.2,10
9142,523,37,10
9142,523,38.7,10
9142,532,42.1,11
9142,532,34.5,11
9142,532,42.2,11
9142,557,38.3,12
9142,557,37.2,12
9142,563,39.9,1
9142,563,40.5,1
9142,563,35.6,1
9142,555,36.3,2
9142,555,33.2,2
9142,555,33.1,2
9139,741,28.8,8
9139,673,37.5,9
9139,673,42.6,9
9139,673,44.2,9
9139,645,44.8,10
9139,645,37.8,10
9139,645,41.4,10
9139,645,27.1,10
9139,644,41.7,11
9139,644,37.6,11
9139,644,44.4,11
9139,662,41.2,12
9139,662,44.7,12
9139,581,42.2,1
9139,581,39.9,1
9139,581,37.9,1
9139,691,37.5,2
9139,691,37.9,2
9139,691,35.3,2
9147,513,27.4,10
9147,513,24.5,10
9147,513,31.5,10
9147,513,40.9,10
9147,551,41.1,11
9147,551,38.7,11
9147,551,34.9,11
9147,529,39.8,12
9147,529,39.5,12
9147,501,41.8,1
9147,501,41,1
9147,501,41.3,1
9147,499,42.3,2
9147,499,36,2
9147,499,39.4,2
9150,480,26.3,5
9150,485,31.4,7
9150,485,31.1,7
9150,485,33.5,7
9150,497,29.6,8
9150,497,29.6,8
9150,497,19.7,8
9150,532,26.6,9
9150,532,27.6,9
9150,532,29.4,9
9150,533,29.8,10
9150,533,32.3,10
9150,533,29.3,10
9150,533,31.4,10
9150,560,30.6,11
9150,560,30.5,11
9150,560,30.7,11
9150,555,29.7,12
9150,555,32.4,12
9150,557,31.9,1
9150,557,28.5,1
9150,557,28.2,1
9158,633,28.5,9
9158,523,29.4,10
9158,523,30.6,10
9158,523,34.7,10
9158,523,39.4,10
9158,537,37.6,11
9158,537,36.3,11
9158,537,38.4,11
9158,525,40.2,12
9158,525,37.6,12
9158,483,42.5,1
9158,483,39.2,1
9158,483,38.7,1
9158,480,37.6,2
9158,480,37.6,2
9158,480,35.8,2
9153,407,30,7
9153,407,25.5,7
9153,407,28.5,7
9153,441,24.9,8
9153,441,24.9,8
9153,441,23.1,8
9153,489,24.6,9
9153,489,25.2,9
9153,489,26.5,9
9153,479,24.8,10
9153,479,26,10
9153,479,25.2,10
9153,479,26.4,10
9153,525,29,11
9153,525,21.6,11
9153,525,26.2,11
9153,536,28.3,12
9153,536,27.7,12
9153,551,25.8,1
9153,551,14,1
9153,551,23.1,1
9153,493,25.2,2
9159,556,28.9,4
9159,670,24.8,9
9159,581,36,10
9159,581,32.2,10
9159,581,34.1,10
9159,581,35.7,10
9159,593,37.8,11
9159,593,36.4,11
9159,593,35,11
9159,593,33.1,12
9159,593,22.7,12
9159,503,33.1,1
9159,503,31.1,1
9159,503,31.4,1
9159,533,34.9,2
9159,533,38.2,2
9159,533,31.5,2
9161,645,26.5,10
9161,645,28.9,10
9161,572,31.2,11
9161,572,32.3,11
9161,572,26.6,11
9161,449,33.7,1
9161,449,34.2,1
9161,449,30.8,1
9161,453,31.5,2
9161,453,34.5,2
9161,453,33.3,2
9165,608,26.2,9
9165,608,29.4,9
9165,503,31.8,10
9165,503,34.3,10
9165,503,33.3,10
9165,503,31.3,10
9165,527,32.1,11
9165,527,30.3,11
9165,527,32.4,11
9165,549,29.5,12
9165,549,30.4,12
9165,447,22,1
9165,447,30.1,1
9165,447,29,1
9165,476,28.9,2
9165,476,31,2
9165,476,32,2
9166,595,28.3,11
9166,595,29.1,11
9166,505,35.3,12
9166,505,33.8,12
9166,371,34.5,1
9166,371,34.7,1
9166,371,33.3,1
9166,389,33.6,2
9166,389,33.1,2
9166,389,32.9,2
9167,592,9,10
9167,529,17,11
9167,529,23.5,11
9167,529,23.5,11
9167,561,23,12
9167,561,26.9,12
9167,414,25.9,1
9167,414,25.1,1
9167,414,23.8,1
9167,430,25.4,2
9167,430,27.2,2
9167,430,27.6,2
9177,523,27.6,1
9177,506,34.4,2
9177,506,36,2
9177,506,28,2
9201,533,21.6,5
9201,533,25.6,5
9201,548,29.7,7
9201,548,27.6,7
9201,548,29.5,7
9201,562,28.1,8
9201,562,28.1,8
9201,562,27.7,8
9201,573,26.8,9
9201,573,28.8,9
9201,573,28.5,9
9201,566,28.5,10
9201,566,30.3,10
9201,566,29,10
9201,566,29.3,10
9201,612,27.7,11
9201,612,29.3,11
9201,612,31.4,11
9201,595,30.5,12
9201,595,33.7,12
9201,630,33.8,1
9201,630,31.1,1
9201,630,27.5,1
9201,625,28.1,2
9201,625,26.6,2
9201,625,28.9,2
9168,664,28.7,10
9168,664,36.6,10
9168,602,39.1,11
9168,602,40.9,11
9168,602,43.2,11
9168,593,39.1,12
9168,593,42.6,12
9168,460,42.9,1
9168,460,40.5,1
9168,460,27.9,1
9168,467,43.1,2
9168,467,41,2
9168,467,39.3,2
9204,589,26.9,7
9204,589,31.4,7
9204,519,31.7,8
9204,519,31.7,8
9204,519,31.1,8
9204,549,31.8,9
9204,549,28.5,9
9204,549,29.1,9
9204,535,27.1,10
9204,535,29.2,10
9204,535,23.7,10
9204,535,25.2,10
9204,576,30,11
9204,576,30.4,11
9204,576,31.2,11
9204,574,30,12
9204,574,31.2,12
9204,555,30.5,1
9204,555,22.6,1
9204,555,21.7,1
9204,584,28.5,2
9204,584,28,2
9204,584,29.1,2
